NOUN_NOUN,NOUN_ADJ,NOUN_VERB,NOUN_ADV,ADJ_NOUN,ADJ_ADJ,ADJ_VERB,ADJ_ADV,VERB_NOUN,VERB_ADJ,VERB_VERB,VERB_ADV,ADV_NOUN,ADV_ADJ,ADV_VERB,ADV_ADV,CLASS
0.363200031,0,0,0,0.32906183949346235,0,0,0,0.3857896485638056,0,0.31211849119261603,0,0,0,0,0,entailment
0.39279880968866904,0,0,0,0,0.6124817213242175,0,0,0.3210833798866088,0,0,0,0,0,0,0,entailment
0.5469378864150597,0,0,0,0.5629866981872955,0,0.5737754945631727,0,0,0,0.6077767537986529,0,0,0,0,0,contradiction
0.8204643831377777,0,0.5707378346110342,0,0.8658575081865323,0,0,0,0.5495245539630024,0,0.6479020041916385,0,0,0,0,0,contradiction
0.5382217420329485,0,0,0,0.3503153958408526,0,0,0,0.29367274100289886,0,0,0,0.3571017400363559,0,0,0,neutral
0.42193961516524475,0,0,0,0.5831746605362712,0,0,0,0.4688792412193089,0,0.3046281062087537,0,0.3458959091424403,0,0,0,neutral
0.41610749170945527,0,0,0,0.28506986441823307,0,0,0,0,0,0.35227271036339103,0,0,0,0,0,neutral
0.44586948571867424,0.3207471725030518,0.28148658892036915,0,0,0.5492389,0,0,0.39625168549229756,0,0.30870293655163633,0,0,0,0,0,entailment
0.5291071910819106,0.39520529583646125,0,0,0,0,0,0,0,0,0.3751785793386039,0,0,0,0,0,neutral
0.3966746504552373,0,0,0,0.35352893539204794,0,0,0,0.3731710685233884,0,0,0,0,0,0,0,entailment
0.4576091399708823,0.3689077418096952,0,0,0.2918050125874742,0.4126136871458641,0,0,0.4133390889449686,0.35745989681720536,0,0,0,0,0,0,neutral
0.5382191568422511,0,0,0,0.45535856713088735,0,0,0,0,0,0.32397439342096057,0,0,0,0,0,contradiction
0.6437068711169988,0,0,0,0,0,0,0,0,0,0.6710499395457827,0,0,0,0,0,entailment
0.5638563891933696,0,0.3867078694346319,0,0.4773000650378871,0,0,0,0,0,0.43301429422263793,0.2805414183200428,0,0,0,0,contradiction
0.27534666895373905,0,0,0,0.21361003508947193,0,0,0,0.14950456836398698,0,0.29277327225297284,0,0,0,0,0,neutral
0.5716471741029183,0,0,0,0,0,0,0,0.6401586291961988,0,0,0,0,0,0,0,neutral
0.4822798998945289,0,0.609882883,0,0.37305344521803013,0,0.58008526,0,0,0,0.635855082,0,0,0,0,0,entailment
0.49054602601675656,0,0,0,0,0,0,0,0.35909053288482784,0,0,0,0,0,0,0,contradiction
0.5456733766218055,0,0,0,0.4451575228305712,0.6207991507606052,0,0,0.3180843504211085,0,0.5768918634013349,0,0.3775548680348441,0,0,0,contradiction
0.4628531822576487,0,0,0,0.39112414739104706,0,0,0,0.3620793787748059,0,0.3971039563316472,0,0,0,0,0,entailment
0.5505350031950217,0,0,0,0.6815156063464911,0,0.3319433139228828,0,0,0,0.4600622719505356,0,0,0,0,0,entailment
0.5566471189264548,0,0,0,0.5434774616658422,0,0,0,0.5266632890902527,0,0,0,0.7786367750965979,0,0,0,entailment
0.5631908531564382,0,0.4816418344813103,0,0.4994954109140122,0,0,0,0,0,0.4552113271773737,0,0,0,0,0,neutral
0.5904820121089456,0,0,0,0,0,0,0,0.31589058160341765,0,0,0,0,0,0,0,contradiction
0.730999624,0,0,0,0.7933452344422827,0,0.4379586331989692,0,0.3537596655962857,0,0.4467829135380811,0,0,0,0,0,entailment
0.4068041778939502,0.3363453001933633,0,0,0,0.55796724,0,0,0.21982737821260698,0.3300248392737877,0,0,0.2791356570557082,0,0,0,neutral
0.6441023446863533,0,0.4232196178104622,0,0.5796699168125422,0,0,0,0,0,0.467975428,0,0,0,0,0,entailment
0.46881448084159105,0,0,0,0.40827193239165743,0,0,0,0,0,0.28742691265528647,0,0,0,0,0,entailment
0.4542210989802215,0,0,0,0,0,0,0,0.40185424760483873,0,0,0,0,0,0,0,entailment
0.6268648087723487,0,0,0,0.5752137935681716,0,0,0,0.5360217746747691,0,0,0,0,0,0,0,neutral
0.4584202436854841,0,0,0,0,0.6203355782084959,0,0,0,0,0.40582893914396556,0,0,0,0,0,neutral
0.762974568,0,0,0.487922487,0.7059339634850289,0,0,0,0,0,0,0.3602590651306514,0,0,0,0.49335111626437916,contradiction
0.4374924147475099,0,0,0,0.40476971090956204,0,0,0,0,0,0.29295179688085743,0,0,0,0,0,contradiction
0,0,0.33930098013432286,0.354513234,0,0,0,0,0.5426506146101757,0,0,0,0,0,0,0,entailment
0.4723528857449695,0,0.33588673082367365,0,0.6491784309319023,0,0,0.24590016105535462,0,0,0.34194019213271515,0,0,0,0,0,contradiction
0.1876698164470838,0,0,0,0.17582345121940068,0,0,0,0,0,0.19279841467078127,0,0,0,0.15975887370542163,0.2183590832260307,neutral
0.5451541448131041,0,0,0,0,0,0,0,0.431811195,0,0,0,0,0,0,0,entailment
0.48037487357731884,0,0.4152997210684533,0,0,0,0,0,0,0,0.5242958183789246,0,0,0,0,0,neutral
0.2642816467951479,0,0,0,0,0.23401299669142214,0,0,0.28920431146101827,0,0,0,0,0,0,0,neutral
0.39876197986051326,0,0,0,0.3694954560366299,0,0,0,0,0,0.41103070731385816,0,0,0,0,0,entailment
0.6185385832062652,0.39662794803317497,0,0,0,0,0,0,0,0.4849961295604833,0,0,0,0,0,0,neutral
0.5165999697242287,0,0,0,0,0.6351968223489877,0,0,0,0,0.24416610483068163,0,0,0,0,0,neutral
0.5605880964406866,0,0,0,0,0,0,0,0.6091574537759071,0.3192557862379165,0,0,0,0,0,0,contradiction
0.4646069914725794,0,0,0,0.3236451928969904,0,0,0,0,0,0.42927717011940947,0,0,0,0,0,neutral
0.5421914510629352,0,0,0.4755206006312715,0,0,0,0.48221879682947333,0,0,0,0.5149720874906856,0,0,0,0,entailment
0.45778343189087084,0,0.4216799605213139,0,0,0,0.24848731808029906,0,0.3552884986863508,0,0.3220126832595205,0,0,0,0,0,neutral
0.3376741995062244,0.250425564,0,0,0.30204970639164647,0.2532511768702177,0,0,0.22893608636947071,0.24829272587370138,0.21352825647562573,0,0,0,0,0,neutral
0.6865879504278696,0,0,0,0.6953879006639203,0,0,0,0,0,0.4422636475329435,0,0,0,0,0,entailment
0.5999954067388426,0,0,0,0.5066898159330234,0,0,0,0.4737178275074888,0.45713675979914814,0,0,0.36375636107401355,0,0,0,contradiction
0.38859941800094083,0,0,0,0.24867542547890675,0,0,0,0.27903994276847394,0.32695509263809863,0,0,0,0.23125405054148696,0,0,neutral
0.580328444,0,0.35480116452061594,0,0,0,0,0,0,0,0.48870312587845055,0,0,0,0,0,entailment
0.3215615681455369,0,0,0.21109151207275947,0.2797617674582528,0.2603874319963258,0.20096595407086712,0.23474292193685808,0,0,0.2759340824115531,0,0,0,0,0,entailment
0.4664070263692818,0,0,0,0,0,0,0,0.3875269322399372,0,0,0,0,0,0,0,neutral
0.6345307577679118,0,0.541879367,0,0.5715798981476745,0,0,0,0,0,0,0,0,0,0,0,entailment
0.5251711022873321,0,0,0,0,0,0,0,0,0,0.487050223,0,0,0,0,0,contradiction
0.586155872,0,0,0,0.42961699315474516,0,0.3431517610683583,0,0.3276567996461596,0,0.625762296,0,0,0,0,0,entailment
0.6500578122966011,0,0,0,0,0,0,0,0,0,0,0,0.5428538331841578,0,0,0,entailment
0.3668345550661097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
0.4377210443662322,0.3429664971832022,0,0,0.40903262063047047,0,0,0,0.43765466812423115,0,0,0,0,0,0,0,neutral
0.3173618927896335,0,0.3112584880262339,0,0.30552273300293853,0.4093046669810788,0,0,0.20250290576275634,0,0.3397644415248466,0,0,0,0,0,neutral
0.5991542525485902,0,0,0,0.4446091033140646,0,0,0,0.2915281379098181,0,0,0,0,0,0,0,neutral
0.5266896447393604,0,0,0,0.7068149077236299,0,0,0,0.40808902575827566,0,0,0,0,0,0,0,neutral
0.308591591,0,0,0,0.3156887931034719,0,0,0,0.18111275761204815,0,0.23821635965061652,0,0,0,0,0,neutral
0.6266174818732041,0,0,0.7033295976398963,0.8857341502798972,0,0,0.6212132409380455,0.5188739753223549,0,0,0,0,0,0,0,entailment
0.26852313716250736,0.20719131158772458,0.1827558373676258,0,0.24936737899149528,0.3157456750470918,0,0,0.22348526115208817,0.2137845715830575,0.1581232701188773,0,0,0,0.18198840330683647,0,entailment
0.4177849211001361,0,0,0,0,0,0,0,0,0,0.3020140242080447,0,0,0,0,0,contradiction
0.7679703882444988,0,0,0,0.35617467983102535,0,0,0,0.47069610481916835,0,0.4801526286223952,0,0,0,0.639196049,0,entailment
0.6009202708133966,0,0,0,0,0,0,0,0,0,0.489762572,0,0,0,0,0,entailment
0.6998328724308166,0,0,0,0.6202216688509289,0,0,0,0,0.5881682656737379,0,0,0,0,0,0,neutral
0.6237034294615922,0,0,0,0.5832217696689537,0,0,0,0.520966314,0,0,0,0,0,0,0,contradiction
0.5963058237567389,0,0.5775447803821891,0,0.5531050014639768,0,0,0,0,0,0.513049201,0,0,0,0,0,entailment
0.5093868454625821,0,0.4147456773902065,0,0.5549178029417849,0,0.3397716936051825,0,0.6167266749069845,0,0.4211651207603994,0,0,0,0,0,contradiction
0.27241027189520717,0,0,0,0.2980304824456044,0,0,0,0.22920118132891992,0,0.2149239096397168,0,0.1471899050371175,0,0,0,contradiction
0.32517813344970864,0,0,0,0.3823471647832333,0,0,0,0.26137950143055977,0,0.44310184595064017,0,0,0,0,0,contradiction
0.36298334639377833,0,0,0,0.3891240687504405,0.5204379807220297,0,0,0.3314428199404206,0,0,0,0,0,0,0,neutral
0.5468373298987275,0.3117981509055227,0,0,0,0.8103088149105631,0,0,0,0.23916944853934508,0.2820108520162626,0,0,0,0,0,entailment
0.7930279315405722,0,0,0.672471545,0.5183136341342147,0,0,0.6596340960185793,0,0,0.6266406826451476,0,0,0,0,0,entailment
0.6173628397626608,0,0.5037530421885729,0,0.4316167050307825,0,0,0,0,0,0.5982074824429527,0,0,0,0,0,entailment
0.6276065280745219,0,0,0.6816144082986597,0.5118004400550549,0,0,0.47244565544674866,0,0,0.7044556272912744,0,0,0,0,0,entailment
0.5231980818565664,0,0,0,0,0,0,0,0.5086721683492561,0,0.43371353792307915,0,0,0,0,0,contradiction
0.29336246820658857,0,0.26349210005297524,0,0.29827023969207106,0.2665295696492125,0,0,0.28196700568319466,0,0.23245172360710137,0,0,0,0.22726606385302733,0,neutral
0.6511157941908777,0,0.5738094688155926,0,0.5671600326407435,0,0,0,0,0,0.5315244930492072,0,0,0,0,0,entailment
0.7572525760398421,0,0,0.6328667732771543,0,0,0,0.45460466589233506,0,0,0,0.5011409125072748,0,0,0,0,entailment
0.5708825124856648,0,0,0,0,0,0,0,0,0,0.5355654430942609,0,0,0,0,0,entailment
0.3480363480969714,0,0,0,0.36798462359977613,0,0,0,0.31764569004416393,0,0.35696894120893596,0,0,0,0,0,contradiction
0.28997702781328666,0,0,0,0,0.44296342088342927,0,0,0.24678420904375148,0,0,0,0,0,0,0,entailment
0.6319792917640682,0,0,0,0,0,0,0,0.399668625,0,0,0,0,0,0,0,entailment
0.6038681845165109,0,0,0,0.4749156620958431,0,0,0,0.40283664721381107,0,0.42769045588809257,0,0,0,0,0,entailment
0.37645111721288077,0,0,0,0.3883468466995487,0,0,0,0,0,0.3122338978136321,0,0,0,0,0,contradiction
0.623352787,0,0,0,0,0.5720522352216858,0,0,0.45491369294453254,0,0,0,0,0,0,0,contradiction
0.42352158037810983,0,0,0,0.5320470021325354,0,0,0,0,0,0,0,0,0,0,0,contradiction
0.23151507025030937,0,0,0,0.16482305909085393,0,0,0,0.23057519556579542,0,0,0,0,0,0,0,neutral
0.8022047768850826,0,0,0,0.6261480890352511,0,0,0,0.5523067070581646,0,0,0,0,0,0,0,entailment
0.28486214575049024,0,0,0,0,0,0,0,0.2313040632941829,0,0,0,0,0,0,0,entailment
0.31018624069913875,0,0.3374457961383803,0,0.2717317938457206,0,0,0,0.321022959,0,0,0,0,0,0,0,contradiction
0.42751881963895433,0.27473402387782536,0,0,0,0.616548271,0,0,0.2477731314573883,0,0.6948062757261146,0,0,0,0,0,entailment
0.6607033078476533,0,0,0,0.63630893,0,0,0,0,0,0.719442524,0,0,0,0,0,entailment
0.52771495,0,0.6413959336128873,0,0,0,0,0,0,0,0.5228265994887769,0,0,0,0,0,contradiction
0.6699459742291318,0,0,0,0,0,0,0,0.4300283991740812,0,0,0,0,0,0,0,contradiction
0.48560944676852635,0,0,0.5210058628458175,0.31999360967282975,0,0,0,0.5076543699654564,0,0,0.4609737434802168,0,0,0,0,contradiction
