SUB,VERB,OBJ,CLASS
0.781959056854248,0.156634584069252,0.187401413917542,entailment
0.578660070896149,0.101199448108673,0.342250645160675,contradiction
0.021715890616179,0.352878540754318,0.16478955745697,contradiction
0.477034747600555,0.113214820623398,0.329153686761856,neutral
0.300339877605438,0.093180537223816,0.162943720817566,neutral
0.190676033496857,0.389062196016312,0.53784853219986,neutral
0.685915887355804,0.643411755561829,1.00000011920929,entailment
0.392408668994904,0.222885087132454,1.00000011920929,neutral
0.606097936630249,0.104754433035851,0.177115440368652,entailment
0.139446720480919,0.159428462386131,0.549231886863709,contradiction
0.40510618686676,1.00000011920929,1.00000011920929,entailment
0.167048200964928,0.294105291366577,0.174371600151062,contradiction
0.401852667331696,0.136455148458481,0.281638026237488,neutral
0.733025789260864,0.30975478887558,0.218126654624939,neutral
0.112600177526474,0.841461420059204,1.00000011920929,entailment
1,0.228238865733147,0.128747716546059,contradiction
0.325933337211609,0.239287167787552,0.660637497901917,contradiction
0.312255531549454,0.405297338962555,0.323221921920776,entailment
0.509814083576202,0.327548682689667,1,entailment
0.417631447315216,0.173342913389206,0.40381595492363,entailment
0.877093434333801,0.362058043479919,0.152391999959946,neutral
0.571634411811829,0.259001195430756,0.356230974197388,contradiction
0.440128803253174,0.606444239616394,1.00000011920929,entailment
0.455315232276917,0.098746165633202,0.18793024122715,neutral
0.455880224704742,0.328639000654221,0.36211484670639,entailment
0.515258610248566,0.408247977495194,0.031654685735703,entailment
0.524364590644836,0.098880454897881,0.324464052915573,entailment
0.946464717388153,0.406740128993988,0.341654002666473,neutral
0.338007211685181,0.755325853824616,1.00000011920929,contradiction
0.131959214806557,0.263429462909698,0.206500694155693,contradiction
0.466681718826294,0.183607518672943,0.355590462684631,entailment
0.162271678447723,0.225079387426376,1.00000011920929,contradiction
0.103242419660091,0.53471714258194,1.00000011920929,neutral
0.636882066726685,0.157380342483521,0.274999141693115,entailment
0.600870490074158,0.286922931671143,0.336735129356384,neutral
0.330408304929733,0.196054518222809,0.428504556417465,neutral
0.168115735054016,0.521541357040405,1.00000011920929,entailment
0.492691278457642,0.232365325093269,1.00000011920929,neutral
1.00000011920929,0.194312512874603,0.353276461362839,neutral
0.484901010990143,0.050868220627308,0.30084428191185,contradiction
0.100375987589359,0.351612746715546,0.378862738609314,entailment
0.427832424640656,0.189578339457512,0.328163295984268,neutral
0.364878058433533,0.172023624181747,0.57393491268158,neutral
0.63478821516037,0.662202477455139,0.074420273303986,entailment
0.169412091374397,0.253689497709274,1.00000011920929,contradiction
0.501192331314087,0.077052801847458,0.797157168388367,neutral
0.266058087348938,0.751259624958038,0.296460419893265,entailment
0.654912412166595,0.216687142848968,0.276248276233673,entailment
0.253495126962662,0.248390331864357,1.00000011920929,neutral
0.293410211801529,0.257247298955917,0.175083622336388,entailment
1,0.913226783275604,0.242882654070854,contradiction
0.438941359519959,0.687921762466431,0.243285834789276,entailment
0.127069994807243,0.436220377683639,1.00000011920929,entailment
0.560641527175903,0.213467493653297,0.278002917766571,neutral
0.511471033096314,0.19048273563385,1.00000011920929,neutral
0.558975577354431,0.476133227348328,1.00000011920929,neutral
0.290808409452438,0.154542863368988,0.280813694000244,neutral
0.536778628826141,0.226689755916595,0.207379937171936,neutral
0.579789340496063,0.180982679128647,0.296914756298065,entailment
0.557995676994324,0.289282470941544,0.121678330004215,entailment
0.890762031078339,0.080901116132736,0.372058600187302,contradiction
0.438203573226929,0.690260827541351,1,entailment
0.236056566238403,0.445281118154526,0.258906453847885,entailment
0.129890993237495,0.168526560068131,0.221593409776688,contradiction
0.823146224021912,0.431210160255432,0.180003359913826,entailment
0.171940803527832,0.131075024604797,0.152181565761566,contradiction
0.612292945384979,0.435799300670624,0.207746773958206,contradiction
0.207108527421951,0.304125845432281,0.122406780719757,contradiction
0.211957097053528,0.189526423811913,0.085509821772575,neutral
0.843880534172058,0.213349521160126,0.334067791700363,entailment
0.478643745183945,1.00000023841858,1.00000011920929,entailment
0.339750707149506,0.773839354515076,1.00000011920929,entailment
0.266382455825806,0.653397619724274,1.00000011920929,entailment
0.499494969844818,0.370600640773773,0.299327433109283,contradiction
0.293280333280563,0.009246964007616,0.300932675600052,neutral
0.209655672311783,0.568610429763794,0.247650146484375,entailment
0.304140329360962,0.225342810153961,0.351300179958343,entailment
0.527926445007324,0.294609725475311,0.611625492572784,entailment
0.448916703462601,0.28544020652771,0.178588688373566,contradiction
0.999999940395355,0.026800516992807,0.125313490629196,entailment
0.440137147903442,1.00000023841858,1.00000011920929,entailment
0.765013694763184,0.377342760562897,1.00000011920929,entailment
0.364024072885513,0.047613359987736,0.267208814620972,contradiction
0.251484483480453,0.115241438150406,0.405002772808075,contradiction
0.486770391464233,0.164813652634621,0.33745414018631,contradiction
0.532239019870758,0.529488384723663,0.317864030599594,neutral
0.356497466564178,0.336186408996582,1.00000011920929,entailment
0.675400733947754,0.305073082447052,1.00000011920929,entailment
0.205408722162247,0.263728350400925,0.12813264131546,contradiction
0.563681900501251,0.747841715812683,1.00000011920929,entailment
0.38095486164093,0.393836855888367,0.525837182998657,entailment
0.090585365891457,0.250336468219757,0.271201103925705,contradiction
0.643971681594849,0.577761113643646,0.214616328477859,contradiction
0.28722682595253,0.046402912586928,0.119280897080898,contradiction
